,id,text
1932,1,"['~', 'i', 'kid', 'you', 'not', 'i', 'felt', 'sad', 'and', 'angry', 'all', 'through', 'the', 'episodes', 'all', 'that', 'guy', 'should', 'never', 'see', 'the', 'light', 'of', 'freedom', 'https://t', 'co/mxxusyczx4']"
1933,1,"['@angry_staffer', 'my', 'only', 'issue', 'is', 'that', 'the', 'officer', 'shot', 'to', 'kill', 'instead', 'of', 'shooting', 'to', 'disarm', 'one', 'to', 'the', 'knee', 'woul', 'https://t', 'co/7qfajlyvpq']"
1934,1,"['@zerfbarbut', 'grande', 'angry', 'zerf']"
1935,1,"['tucker', 'reads', ""'angry'"", ""parent's"", 'letter', 'to', ""'woke'"", 'private', 'school', 'https://t', 'co/ufjz0asuco', 'via', '@youtube', 'thank', 'you', 'tucker']"
1936,1,"['@eggprophet', 'growing', 'up', 'i', 'got', 'christianpilled', 'into', 'being', 'single', 'during', 'my', 'adolescence', 'and', '*tada*', 'became', 'a', 'greasy', 'ang', 'https://t', 'co/dkpgufkz7u']"
1937,1,"['that', 'was', 'when', 'carlson', 'grew', 'angry', 'and', 'defensive', 'asking', 'gavin', 'do', 'we', 'enforce', 'the', 'law', 'and', 'carlson', 'implied', 'that', 'pol', 'https://t', 'co/le7yzpdndq']"
1938,1,"['@ellyfish2112', '@takeawaybear', '@skynews', ""you're"", 'angry', 'that', 'she', 'is', 'dead', 'but', 'the', 'only', '1', 'to', 'blame', 'for', 'it', 'is', 'her', 'she', ""didn'"", 'https://t', 'co/ks6jxx3ecz']"
1939,1,"['@gifzelda', 'they', 'will', 'still', 'buy', 'the', 'game', 'with', 'their', 'angry', 'face', 'haha']"
1940,1,"['@angry_staffer', 'things', 'happen', 'fast', 'it', 'may', 'not', 'be', 'the', 'best', 'decision', 'but', ""it's"", 'a', 'reasonable', 'decision', 'once', ""you're"", 'att', 'https://t', 'co/skyyvyzpcs']"
1941,1,"['@benshapiro', 'dont', 'preach', 'about', 'pressure', 'campaigns', 'when', 'you', 'supported', 'a', 'president', 'who', 'attacked', 'judges', 'for', 'throwing', 'o', 'https://t', 'co/hqwyflzyld']"
1942,1,"['@naas_betty', '@kfile', 'after', 'my', 'brothers', 'death', 'i', 'took', 'comfort', 'in', 'the', 'memories', 'people', 'shared', 'with', 'me', 'to', 'hear', 'i', 'will', 'https://t', 'co/mc58egwmc6']"
1943,1,"['@angry_staffer', 'have', 'then', 'been', 'arrested', 'she', 'chose', 'to', 'go', 'outside', 'thereby', 'escalating', 'the', 'situation', 'if', 'the', 'knife', 'she', 'https://t', 'co/u3k6zrspmf']"
1944,1,"['@angry_staffer', 'i', 'saw', 'the', 'vid', 'a', 'couple', 'times', 'and', 'maybe', ""i'm"", 'seeing', 'something', 'wrong', 'but', 'it', 'looked', 'to', 'me', 'like', 'that', 'ad', 'https://t', 'co/3z7wogbdbv']"
1945,1,"['roman', 'abramovich', 'is', 'a', 'very', 'angry', 'man', 'at', 'chelsea', 'football', 'club', '(see', 'full', 'story)', '-', 'https://t', 'co/q4vznkvohv']"
1946,1,"['@bend9235', '@arielhelwani', '@drakkarklose', 'and', 'they', 'did', 'give', 'it', 'and', 'they', 'decided', 'not', 'to', 'give', 'win', 'bonus', 'what', 'are', 'you', 'so', 'angry', 'about']"
1947,1,"['the', 'sky', 'looks', 'angry', 'rn']"
1948,1,"['shes', 'cold', 'shes', 'dark', 'shes', 'cynical', 'shes', 'forever', 'angry', 'at', 'the', 'world', 'shes', 'no', 'angel', 'but', 'she', 'is', 'my', 'religion', 'https://t', 'co/favogf5y7s']"
1949,1,"['15', 'mins', 'in', 'several', 'opportunities', 'to', 'see', 'the', 'bears', 'but', '0', 'sightings', 'i', 'wonder', 'if', 'we', 'wont', 'see', 'the', 'bears', 'today', 'due', 't', 'https://t', 'co/sbwthyz13a']"
1950,1,"['https://t', 'co/mft9v44j7d', 'yo', 'this', 'is', 's', 'tier', 'nonviolent', 'peaceful', 'stream', 'for', 'all', 'you', 'angry', 'fps', 'gamers', 'go', 'support', 'my', 'friend']"
1951,1,"['@magdalaheals', '@austinchanning', 'yes', 'but', 'is', 'that', 'domestic', 'holding', 'the', 'knife', 'and', 'listening', 'or', 'in', 'the', 'process', 'of', 'stabbi', 'https://t', 'co/4d3y6v6mz5']"
1952,1,"['@nosqttrsinthewh', '@angry_staffer', 'watch', 'the', 'video', 'the', 'girl', 'was', 'literally', 'mid', 'swing', 'of', 'stabbing', 'the', 'other', 'girl', 'would', 'https://t', 'co/m2eoymmkxz']"
1953,1,"['drivetimeshowph', 'with', '@alanthebeat', 'are', 'you', 'angry', 'is', 'something', 'spoiling', 'your', 'mood', 'hola', 'at', 'me', 'tell', 'me', 'where', 'i', 'https://t', 'co/jk76gzoznj']"
1954,1,"['i', 'am', 'bitter', 'and', 'angry', 'and', 'passionate', 'and', 'pessimistic', 'and', 'profoundly', 'disappointed', 'in', 'this', 'country', 'and', 'im', 'going', 'to', 'b', 'https://t', 'co/yyaplbiqdz']"
1955,1,"['@lilian_mofe', 'bad', 'mouth', 'why', 'are', 'you', 'angry', ""that's"", 'what', 'the', 'picture', 'represent', 'dress', 'nicely', 'before', 'takin', 'https://t', 'co/gzdnhyomxz']"
1956,1,"['@iounwoo', 'please', 'i', 'looked', 'this', 'morning', 'bc', 'i', ""couldn't"", 'remember', 'and', 'it', 'made', 'me', 'angry']"
1957,1,"['my', 'eyes', 'get', 'me', 'in', 'a', 'lot', 'of', 'trouble', 'with', 'other', 'people', 'from', 'birth', 'my', 'grandmother', 'accused', 'my', 'parents', 'of', 'starving', 'me', 'b', 'https://t', 'co/mvz6o35yae']"
1958,1,"['@billyrocks_13', '@koreandramasljg', '@karie202', 'agree', 'with', 'eli', 'if', 'we', ""can't"", 'even', 'have', 'fun', 'on', 'our', 'own', 'tl', 'what', 'is', 'the', 'point', 'https://t', 'co/0ygozijrgp']"
1959,1,"['why', 'is', 'it', 'when', 'women', 'say', 'they', 'dont', 'aspire', 'to', 'marriage', 'simply', 'for', 'aesthetics', 'they', 'are', 'labeled', 'angry', 'bitter', 'hurt', 'https://t', 'co/wh5jpknqbu']"
1960,1,"['@simpincstruggle', '@simp_inc_', '@justkesku', 'we', 'love', 'seeing', 'mori', 'get', 'fucked', 'up', 'by', ""kesku's"", 'chaotic', 'side', 'honestly']"
1961,1,"['seen', 'a', 'lot', 'of', 'if', ""you're"", 'angry', 'about', 'the', 'super', 'league', 'then', 'wait', 'until', 'you', 'find', 'out', 'about', 'the', 'nhs', '/', 'capitalism', '/', 'gov', 'https://t', 'co/f8rcltx1gg']"
1962,1,"['danjuma', 'probably', 'more', 'angry', 'about', 'that', 'one', 'from', 'solanke', 'than', 'the', 'norwich', 'game', 'denied', 'a', 'tap', 'in', 'afcb']"
1963,1,"['or', 'getting', 'angry', 'bcs', 'of', 'men', 'cut', 'their', 'hair', 'is', 'just', 'hottest', 'twt', 'thing']"
1964,1,"['this', 'is', 'making', 'me', 'very', 'angry', 'yeses', 'i', 'simply', 'cant', 'believe', 'what', 'im', 'seeing']"
1965,1,"['@angry_staffer', 'joker', 'laugh']"
1966,1,"['it', 'makes', 'me', 'angry', 'too', 'https://t', 'co/badc6tfirm']"
1967,1,"['@dailypostngr', 'yeah', 'i', 'support', 'that', 'buhari', 'should', 'get', 'angry', 'and', 'refuse', 'to', 'go', 'to', 'uk', 'for', 'medical', 'treatment']"
1968,1,"[""i'm"", 'officially', 'taking', 'the', 'day', 'off', 'of', 'work', 'because', 'my', 'university', ""won't"", 'let', 'me', 'into', 'a', 'completely', 'empty', 'building', 'b', 'https://t', 'co/nbkjdznujn']"
1969,1,"['well', 'not', 'be', 'angry', 'though', 'will', 'we', 'just', 'sit', 'back', 'and', 'let', 'sky', 'walk', 'over', 'us', 'eh', 'best', 'to', 'save', 'our', 'angry', 'energy', 'for', 'e', 'https://t', 'co/j9q2bmmnoc']"
1970,1,"['@carigotjuice', 'i', 'deleted', 'it', 'cause', 'i', 'didnt', 'read', 'it', 'before', 'i', 'posted', 'it', 'and', 'didnt', 'wanna', 'seem', 'insensitive', 'knowing', 'i', 'pr', 'https://t', 'co/qmbleexupz']"
1971,1,"['@melanatedmomma', 'feels', 'like', 'im', 'choking', 'feeling', 'angry']"
1972,1,"['@levinepmc', '@andybrookelmstn', 'never', 'going', 'to', 'happen', 'skippy', 'seems', 'to', 'be', 'able', 'to', 'do', 'whatever', 'he', 'wants', 'and', 'people', 'clap']"
1973,1,"['tnx', 'guys', 'got', 'bed', 'in', 'max']"
1974,1,"['@vikingmonkey', '@texasmom__', '@angry_staffer', ""i'm"", 'sure', 'she', 'would', 'have', 'heard', 'a', 'whistle', 'in', 'mid', 'stab', 'and', 'gone', 'oh', 'thank', 'yo', 'https://t', 'co/uwbbssi0qa']"
1975,1,"['@dogfacedponysol', '@poobearcatbomb', '@dynastyfrank', '@fantasyjeanyus', ""don't"", 'believe', 'me', 'but', ""i'll"", 'take', 'my', 'chances', 'against', 'a', 'https://t', 'co/y6j1b7xu3j']"
1976,1,"['@naomia281', '@mschleifer13', '@angry_staffer', 'why', 'do', 'they', 'issue', 'tasers', 'to', 'them', 'ornaments', 'he', 'had', 'a', 'taser', 'on', 'his', 'belt', 'but', 'https://t', 'co/etareef8by']"
1977,1,"['@momma_doza', '@gwentheewitch', '@crackarchbishop', '@beardownbj', '@lrgash', '@jasondny', '@myamaileen', ""don't"", 'get', 'angry', 'we', 'are', 'just', 'debating']"
1978,1,"['ok', 'so', 'there', 'are', 'rumors', 'about', 'martial', 'law', 'being', 'declared', 'in', 'ontario', 'this', 'friday', 'thoughts', 'i', 'dont', 'see', 'trudeau', 'piss', 'https://t', 'co/9aybgexvy5']"
1979,1,"['@alexandrovnaing', 'this', 'is', 'the', 'weirdest', 'post', 'ever', 'why', 'is', 'it', 'so', 'angry']"
1980,1,"['@rovio', '@thewebbyawards', '@reaktornow', 'bring', 'back', 'angry', 'birds', 'go']"
1981,1,"['@paigechristieuk', 'im', 'really', 'confused', 'and', 'i', 'dont', 'know', 'if', 'i', 'feel', 'sorry', 'for', 'her', 'because', 'she', 'is', 'showing', 'signs', 'of', 'a', 'men', 'https://t', 'co/1xpgsvhwcu']"
1982,1,"['@angry_staffer', 'those', 'girls', 'came', 'to', 'her', 'house', 'to', 'jump', 'her', 'think', 'more', 'and', 'talk', 'less']"
1983,1,"['@80_mcswan', '@hannada39', 'it', 'makes', 'me', 'angry', 'the', 'nonsense', 'that', 'people', 'believe', 'about', 'our', 'voting', 'system', 'go', 'online', 'and', 'lo', 'https://t', 'co/dgkqu9dgzh']"
1984,1,"['video', '+', 'caption:', 'taught', 'football', 'teams', '+', 'college', 'lawenforcement', 'students:', 'when', 'they', 'get', 'angry', 'for', 'questioning', 'https://t', 'co/92juvcu1bw']"
1985,1,"['not', 'me', 'still', 'being', 'irrationally', 'angry', 'in', 'the', 'year', '2021', 'that', 'catcher', 'in', 'the', 'rye', 'is', 'as', 'popular', 'as', 'it', 'is', 'and', 'touted', 'as', 'https://t', 'co/dyw17txvjn']"
1986,1,"['@adpucci', '@mschleifer13', '@angry_staffer', 'there', 'are', 'a', 'lot', 'of', 'questions', 'here', 'why', 'was', 'the', 'video', 'released', 'so', 'fast', 'was', 'https://t', 'co/gkw3kkhzeg']"
1987,1,"['@stirgryguy2', '@olegelo5', '@cathiecansew', 'you', 'mean', 'the', 'kid', 'who', 'had', 'no', 'reason', 'to', 'be', 'shooting', 'at', 'cars', 'driving', 'by', 'who', 'drop', 'https://t', 'co/f3h6v9xivk']"
1988,1,"['@jakkicowley', 'it', 'was', 'crazy', 'and', 'i', 'was', 'getting', 'quite', 'angry', 'with', 'him', 'was', 'trotting', 'out', 'the', 'girl', 'pushing', 'a', 'pram', 'with', 'fo', 'https://t', 'co/mgqjbtln18']"
1989,1,"['@oishani', 'its', 'truly', 'diabolical', 'im', 'so', 'angry']"
1990,1,"['[', 'buck', 'felt', 'horrible', 'for', 'even', 'saying', 'and', 'putting', 'the', 'blame', 'on', 'steve', 'he', ""didn't"", 'mean', 'too', 'he', 'was', 'just', 'angry', 'at', 't', 'https://t', 'co/cxlc1dirfm']"
1991,1,"['@angry_staffer', 'he', 'f*cked', 'around', 'and', 'found', 'out']"
1992,1,"['@starlilyth', '@angry_staffer', 'i', ""didn't"", 'know', 'this', 'was', 'an', 'airport']"
1993,1,"['cops', 'stop', 'angry', 'exchange', 'after', 'crash', 'on', 'busy', 'derbyshire', 'road:', 'https://t', 'co/zkc7wadshk']"
1994,1,"['sometimes', 'im', 'having', 'a', 'good', 'day', 'and', 'then', 'i', 'remember', '80s', 'pop', 'exists', 'and', 'im', 'angry', 'again']"
1995,1,"['normal', 'bts', 'my', 'wishy:she', '&amp', 'vansh', 'fight', 'and', 'she', 'go', 'to', 'the', 'pool', 'bec', 'she', 'sad', '&amp', 'angry', 'ishqmeinmarjawan2', 'https://t', 'co/aolfbsx3il']"
1996,1,"['@chamiltochem', '@mom12az', '@mattyglesias', 'youre', 'angry', 'and', 'entirely', 'too', 'online', 'go', 'touch', 'some', 'grass', 'and', 'calm', 'down']"
1997,1,"['found', 'guilty', 'on', 'all', 'counts', 'be', 'careful', 'do', 'not', 'get', 'pulled', 'over', 'today', 'lot', 'of', 'angry', 'like', 'minded', 'cops', 'out', 'and', 'abou', 'https://t', 'co/3kwjcrtojf']"
1998,1,"['@travisakers', '@tuckercarlson', 'he', 'wore', 'that', 'fucking', 'bowtie', 'in', 'college', 'no', 'wonder', ""he's"", 'so', 'angry']"
1999,1,"['@mathancalifas', 'also', 'i', 'hope', 'this', ""doesn't"", 'come', 'off', 'as', 'angry', 'at', 'you', 'or', 'even', 'him', 'honestly', 'written', 'responses', 'can', 'be', 'int', 'https://t', 'co/63a0qa6cc9']"
2000,1,"['@nikkifried', 'you', 'mean', 'like', 'the', 'mob', 'at', 'the', 'capitol', 'so', 'mobs', 'who', 'get', 'angry', 'at', 'decisions', 'they', 'dislike', 'are', 'bad', 'now']"
2001,1,"['@suehartson1', '@angry_staffer', 'no', 'the', 'officer', 'wouldnt', 'have', 'done', 'anything', 'different', 'deadly', 'force', 'is', 'authorized', 'when', 'd', 'https://t', 'co/ud6bmhyuxk']"
2002,1,"['@inkedsoull', 'arey', 'shant', 'shant', 'angry', 'young', 'woman', 'in', 'general', 'bol', 'rha', 'tha', 'political', 'tweet', 'tha']"
2003,1,"['@ebluemountain1', '@sam_aa305', '@kicksomehamasss', '@jacobkishnevi', '@irishzionist', '@msmarbles2017', '@gogoisrael2', 'https://t', 'co/rru2ana74y']"
2004,1,"['@angry_husky', '@pdog119', 'but', 'imagine', 'if', 'the', 'united', 'states', 'had', 'to', 'defend', 'potentially', 'unconstitutional', 'laws', 'in', 'a', 'jury', 'tr', 'https://t', 'co/skgcoo7jf4']"
2005,1,"['@nickofthebooks', 'in', 'saying', 'this', 'though', 'some', 'of', 'my', 'favourite', 'e2l', 'that', 'i', 'think', 'fits', 'the', 'bill', '(sort', 'of):', '-anything', 'you', 'https://t', 'co/yuhuvsjl2h']"
2006,1,"['@dansilverman_', ""can't"", 'believe', 'people', 'have', 'the', 'audacity', 'to', 'blame', 'mason', ""i'd"", 'be', 'angry', 'if', 'the', 'players', 'put', 'in', 'these', 'fitn', 'https://t', 'co/brbswheelp']"
2007,1,"['bro', 'these', 'angry', 'elitists', 'talking', 'about', 'my', 'list', 'need', 'to', 'get', 'tf', 'out', 'my', 'mentions', 'veteran', 'weeb', 'headass']"
2008,1,"['you', 'have', 'falsified', 'his', 'information', 'on', 'his', 'paperwork', 'the', 'angry', 'man', 'told', 'the', 'hospital', 'workers', 'police', 'e', 'https://t', 'co/vroboygyvz']"
2009,1,"['im', 'still', 'angry', 'over', 'burkes', 'nerf', 'dw', 'sucks', 'too', 'but', 'i', 'dont', 'use', 'her']"
2010,1,"['@nova_nyj', '@theherd', 'lmao', 'naw', 'im', 'not', 'i', 'actually', 'find', 'you', 'hilarious', 'the', 'angry', 'one', 'is', 'the', 'dude', 'retweeting', 'himself', 'an', 'https://t', 'co/yopn235ax0']"
2011,1,"['@joey71074', '@thebrooktown', '@mechanic_angry', '@mmpadellan', 'less', 'than', 'lethal', 'means', 'are', 'for', 'less', 'than', 'lethal', 'situations', 'https://t', 'co/3ukyqtkfft']"
2012,1,"['when', 'i', 'think', 'about', 'how', 'police', 'respond', 'to', 'adult', 'white', 'men', 'who', 'kill', 'black', 'kids', 'in', 'self', 'defense', 'vs', 'a', 'scared', 'little', 'g', 'https://t', 'co/gnejytm3dt']"
2013,1,"['@tamiwas', 'an', 'angry', 'octopus', 'did', 'the', 'cupping', 'on', 'you', 'cupping', 'may', 'not', 'look', 'pretty', 'but', 'it', 'does', 'feel', 'good', 'afterwards']"
2014,1,"['@icedteakid', 'exactly', 'even', 'inniters', 'had', 'gotten', 'upset', 'with', 'tomy', 'you', 'should', 'read', 'a', 'tweet', 'before', 'u', 'reply', 'and', 'the', 'best', 'https://t', 'co/kv2hvm1dqw']"
2015,1,"['ohhh', 'nooooo', 'does', 'that', 'make', 'you', 'angry', 'ohh', 'no', ""i'm"", 'fucking', 'sorry', 'that', 'reylos', 'have', 'been', 'right', 'for', '90%', 'of', 'the', 'stuff', 'https://t', 'co/dlcwlrkh1b']"
2016,1,"['angry', 'wyrms(17', 'dwarf', 'berserker)', 'was', 'cleaved', 'to', 'death', 'by', 'glorynor', 'the', 'white', 'jelly', 'on', 'the', 'maze', '1', 'https://t', 'co/uhnsqhcwzx']"
2017,1,"['i', 'get', 'so', 'angry', 'when', 'lahoris', 'sell', 'cheese', 'platters', 'with', 'everything', 'on', 'them', 'but', 'cheese', 'dont', 'call', 'it', 'a', 'cheese', 'platter', 'then', 'bc']"
2018,1,"['@pamelasue_333', '@designsbycary', 'that', 'was', 'my', 'question', 'too', 'but', 'i', 'see', 'hes', 'already', 'answered', 'it', 'ya', 'still', 'gorgeous', 'even', 'https://t', 'co/gdfu5s4p5y']"
2019,1,"['@blazemk4', 'angry', 'me', 'now', 'i', 'love', 'rain', 'i', 'hate', 'snow']"
2020,1,"[""it's"", 'actually', 'disgusting', 'tbh', 'especially', 'as', 'everything', 'that', 'mlk', 'and', 'the', 'like', 'fought', 'for', 'these', 'lot', 'are', 'actively', 'goi', 'https://t', 'co/7kgr9dkf8r']"
2021,1,"['@mikazukisilvi', 'cute', 'angry']"
2022,1,"['went', 'to', 'sleep', 'angry', 'asf', 'and', 'woke', 'up', 'depressed']"
2023,1,"['@gailann64856024', '@angry_staffer', 'big', 'difference', 'this', 'girl', 'was', 'literally', 'mid', 'swing', 'of', 'trying', 'to', 'stab', 'the', 'other', 'girl', 'https://t', 'co/srgnqhnztc']"
2024,1,"['@angry_kurt', '@ibasteevenly', 'oh', 'my', 'god', 'that', 'sounds', 'horrendous']"
2025,1,"['@eaglephils', '@jasonscampbell', ""it's"", 'not', 'hyperbole', 'people', 'being', 'angry', 'that', 'a', 'jury', 'of', 'citizens', 'convicted', 'someone', 'that', 'c', 'https://t', 'co/z5nop7lb1q']"
2026,1,"['@birgitomo', 'as', 'a', 'nurse', 'i', 'am', 'beyond', 'heartbroken', 'and', 'angry', 'fordmustresign']"
2027,1,"['do', 'something', 'write', 'to', 'your', 'lawmakers', 'write', 'a', 'letter', 'to', 'the', 'editor', 'show', 'up', 'testify', 'protest', 'get', 'angry', 'do', 'something', 'this', 'can', 'stop']"
2028,1,"['bring', 'this', 'into', 'a', 'classroom', 'where', 'we', 'are', 'being', 'loud', 'either', 'because', 'we', 'are', 'joyous', 'or', 'annoyed', 'and', 'we', 'are', 'beligerent', 'https://t', 'co/4jiqflsfd6']"
2029,1,"['@lpn_to_mba', '@angry_staffer', 'how', 'would', 'you', 'suggest', 'they', 'gain', 'control', 'of', 'the', 'situation', 'just', 'their', 'appearance', 'should', 'https://t', 'co/zlelsyhapz']"
2030,1,"['@frogandtoad12', 'yes', 'i', 'once', 'stood', 'up', 'to', 'someone', 'and', 'the', 'way', 'they', 'visually', 'got', 'so', 'angry', 'their', 'tone', 'even', 'changed', 'it', 'https://t', 'co/rkxpptnhdj']"
2031,1,"['@angry_staffer', ""i've"", 'removed', 'my', 'comments', 'critiquing', 'the', 'cops', 'on', 'this', 'the', 'officer', 'saved', 'the', 'life', 'of', 'the', 'woman', 'she', 'w', 'https://t', 'co/jfei27zu3y']"
2032,1,"['@angry_staffer', '*shots*']"
2033,1,"['the', 'doritos', 'actually', 'makes', 'me', 'angry', 'every', 'time', 'just', 'bc', 'theyre', 'nacho', 'cheese', 'does', 'not', 'mean', 'they', 'go', 'w', 'the', 'mf', 'nachos', 'https://t', 'co/d7aev1xecx']"
2034,1,"['ignoring', 'the', 'brain', 'rot', 'anti', 'sam', 'posts', 'ive', 'seen', 'across', 'my', 'tl', 'because', 'i', 'do', 'not', 'have', 'the', 'time', 'today', 'to', 'devote', 'to', 'getti', 'https://t', 'co/ccr0f0lem6']"
2035,1,"['@angry_staffer', '@tuckercarlson', 'is', 'that', 'guy', 'in', 'the', 'three', 'stooges', 'that', 'wasnt', 'larry', 'curly', 'or', 'moe', 'and', 'no', 'one', 'can', 'remember', 'what', 'his', 'name', 'is']"
2036,1,"['enough', 'https://t', 'co/c4bgyz4jly']"
2037,1,"['@angry_staffer', 'just', 'like', 'the', 'incident', 'in', 'chicago', 'there', 'is', 'a', 'weapon', 'and', 'only', 'a', 'split', 'second', 'to', 'decide', 'another', 'pe', 'https://t', 'co/cjczivozcx']"
2038,1,"['saw', 'a', 'youtube', 'thumbnail', 'saying', 'an', 'episode', 'of', 'a', 'show', 'i', 'liked', 'was', 'bizarre', 'and', 'now', 'im', 'angry', 'and', 'questioning', 'my', 'taste', 'and', 'cant', 'sleep']"
2039,1,"['@bernardotouch', '@city_xtra', '@mohamedbouhafsi', 'i', 'have', 'a', 'feeling', 'tho', 'premier', 'league', 'are', 'deduct', 'points', 'people', 'are', 'angry', 'https://t', 'co/ltxd5rjxmv']"
2040,1,"['even', 'if', 'im', 'angry', 'with', 'you', 'i', 'will', 'always', 'wait', 'for', 'your', 'text', ':(']"
2041,1,"['i', 'understand', 'those', '5', 'minute', 'diy', 'videos', 'are', 'either', 'a', 'parody', 'or', 'intentionally', 'bad', 'as', 'drive', 'up', 'the', 'engagement', '(or', 'some', 'https://t', 'co/q9f9hffelh']"
2042,1,"['@angry_staffer', ""there's"", 'a', 'long', 'way', 'to', 'go', 'to', 'achieve', 'enduring', 'justice', 'for', 'poc', 'in', 'the', 'us', 'but', 'this', 'is', 'an', 'important', 'ste', 'https://t', 'co/fziskcwmws']"
2043,1,"['@jitokayumba', 'also', 'understanding', 'that', 'everyone', 'has', 'had', 'different', 'experiences', 'from', 'and', 'has', 'different', 'aspirations', 'g', 'https://t', 'co/3moomrx8ts']"
2044,1,"['@crimsonmoon97', 'very', 'serious', 'my', 'niece', ""don't"", 'stop', 'to', 'told', 'that', 'i', 'annoy', 'her', 'and', 'that', 'i', 'make', 'angry', 'her', 'so', 'that', ""it's"", 'he', 'https://t', 'co/qw7uetq5fj']"
2045,1,"['@smc_trojanfan', '@angry_staffer', 'what', 'actions', 'shit', 'started', 'going', 'south', 'before', 'he', 'was', 'fully', 'out', 'if', 'the', 'car', 'he', 'didn', 'https://t', 'co/mpkz3wapyt']"
2046,1,"['i', ""don't"", 'want', 'to', 'see', 'carats', 'being', 'sad', 'and', 'angry', 'again', 'on', 'year', 'end', 'shows', 'if', 'we', 'want', 'seventeen', 'to', 'win', 'awards', 'then', 'we', 'https://t', 'co/n3otzz718p']"
2047,1,"['@beenanabread', 'im', 'so', 'angry']"
2048,1,"['@jujuliagrace', '@nickynicky77551', 'so', 'goddamn', 'f*cking', 'angry', 'for', 'you', 'johnsonkleptocracyout', 'paynhsworkers', '10percentriseminimum']"
2049,1,"['literally', 'smiley', 'and', 'angry', 'https://t', 'co/j4j5m6lc3q']"
2050,1,"['@angry_husky', '@pdog119', 'i', 'think', 'the', 'idea', '(having', 'a', 'supreme', 'court', 'as', 'arbiter', 'of', 'that)', 'was', 'good', 'in', 'theory', 'but', 'we', 'need', 'https://t', 'co/swpds6ywkl']"
2051,1,"['@adloquia', '@ibasteevenly', 'ive', 'come', 'to', 'the', 'conclusion', 'that', 'the', 'only', 'thing', 'drumstick', 'flavoured', 'which', 'is', 'nice', 'is', 'a', 'drum', 'https://t', 'co/mv0dxjyggj']"
2052,1,"['@mshighesthonorz', 'but', 'also', 'yes', 'my', 'angry', 'queen']"
2053,1,"['why', 'angry', 'senpai', 'running', 'at', 'car']"
2054,1,"['@bstewart27', '@mschleifer13', '@angry_staffer', 'perhaps', 'they', 'need', 'to', 'be', 'told', 'what', 'that', 'yellow', 'device', 'on', 'their', 'tool', 'belt', 'is', 'for']"
2055,1,"['@nakitameloart', ""i'm"", 'appreciative', 'to', 'see', 'how', 'hard', 'you', 'went', 'in', 'on', 'them', 'it', 'made', 'my', 'morning', 'i', 'was', 'mildly', 'bothered', 'but', 'https://t', 'co/eikobt4oam']"
2056,1,"['paranoid', 'people', 'are', 'angry', 'at', 'sane', 'people', 'for', 'living', 'their', 'lives', 'when', 'is', 'the', 'last', 'time', 'you', 'let', 'an', 'irrationally', 'obs', 'https://t', 'co/dbnktjgfdj']"
2057,1,"['a', 'chance', 'to', 'present', 'their', 'case*', 'ugh', 'this', 'is', 'what', 'happens', 'when', 'i', 'angry', 'tweet', 'without', 'proof', 'reading', 'sorry', 'yall']"
2058,1,"['spending', 'part', 'of', 'my', 'afternoon', 'getting', 'irrationally', 'angry', 'at', 'fighterz', 'i', 'hate', 'losing', 'i', 'feel', 'too', 'strongly', 'went', '3-4']"
2059,1,"['@lady_redhaired', 'i', 'know', 'i', 'look', 'super', 'ungrateful', 'but', 'the', 'memory', 'of', 'everyone', 'telling', 'me', 'stop', 'whining', 'great', 'ace', 'attor', 'https://t', 'co/bj8deleuwa']"
2060,1,"['@nancydickey12', '@d_anthony36', '@angry_staffer', 'i', 'wasnt', 'trained', 'to', 'shoot', 'to', 'kill', 'shoot', 'to', 'disable']"
2061,1,"['@angry_staffer', '@arielestrada', 'he', 'gets', 'the', 'idea', 'no', 'he', 'doesnt', 'he', 'wasnt', 'listening', 'he', 'thought', 'he', 'was', 'going', 'to', 'stump', 'https://t', 'co/sxhtvhdzbo']"
2062,1,"['@angry_staffer', 'if', ""ma'khia"", 'bryant', 'was', 'indeed', 'to', '9ne', 'that', 'called', '911', 'for', 'help', 'she', 'should', 'have', 'stayed', 'in', 'the', 'home', 'wit', 'https://t', 'co/7goacfajoe']"
2063,1,"['im', 'so', 'fucking', 'angry', 'with', 'the', 'state', 'of', 'our', 'nation', 'these', 'days', 'wake', 'up', 'people', 'wake', 'the', 'fuck', 'up']"
2064,1,"['@horrorpalooza', '@angry_staffer', 'tasing', 'would', 'have', 'given', 'her', 'a', 'jolt', 'at', 'the', 'very', 'least', 'and', 'enough', 'time', 'for', 'the', 'other', 'gi', 'https://t', 'co/vkyusioika']"
2065,1,"['@assetidentity', 'it', 'was', 'really', 'tough', 'to', 'find', 'the', 'right', 'sunglasses', 'once', 'i', 'came', 'to', 'the', 'realization', 'i', 'was', 'too', 'old', 'to', 'be', 'in', 'an', 'oakley', 'guy']"
2066,1,"['@amandabw425', 'i', 'was', 'honestly', 'angry', 'at', 'the', 'entire', 'final', 'season']"
2067,1,"['@shellysteiner33', '@angry_staffer', 'the', 'girl', 'was', 'literally', 'mid', 'swing', 'of', 'stabbkng', 'the', 'other', 'girl', 'tasers', 'are', 'often', 'not', 'e', 'https://t', 'co/pq1tvn6kcv']"
2068,1,"['whyre', 'you', 'so', 'angry', 'i', 'didnt', 'even', 'say', 'anything', 'https://t', 'co/qigxh4jgac', 'https://t', 'co/aegwswgbbd']"
